Time,Temperature (C),Humidity (%),Pressure (hPa),Gas (Ohm),PM10,PM2.5,PM100
1740785332.0191345,23.710859375,46.242634675200506,1000.9144900390108,174116,0,1,2
1740785333.032146,23.7106640625,46.21815800301016,1000.9090013972506,172859,0,1,2
1740785334.0451674,23.7118359375,46.21218504284215,1000.9109384007928,174116,0,1,2
1740785335.0581968,23.7128125,46.18785243202875,1000.9091086890448,173755,0,1,2
1740785336.071168,23.713203125,46.181787274963995,1000.9045885296124,172680,0,1,2
1740785337.0841444,23.713203125,46.16956441939672,1000.906310471383,174116,0,1,2
1740785338.0970812,23.7128125,46.15118518913805,1000.9056648073259,174298,0,1,2
1740785339.109843,23.7122265625,46.151115341471474,1000.904696311458,173936,0,1,2
1740785340.1226935,23.711640625,46.13882483532962,1000.903727815851,174116,0,1,2
1740785341.135772,23.7102734375,46.12033257493747,1000.9049118614863,174116,1,1,2
1740785342.1486645,23.709296875,46.12021622600606,1000.9101854243069,174843,1,1,2
1740785343.1618059,23.709296875,46.095780203473865,1000.9067415611037,173755,1,1,2
1740785344.1748843,23.7091015625,46.089648479787414,1000.9029748658047,174843,1,1,2
1740785345.1878603,23.7087109375,46.065170287245095,1000.9109388504535,174479,1,1,2
1740785346.200863,23.707734375,46.06505404918999,1000.9093246749966,174116,1,1,2
1740785347.2136643,23.708125,46.04677907368489,1000.9168580603425,175209,1,1,1
1740785348.2265375,23.7075390625,46.04670935293451,1000.9090018399922,174116,1,1,1
1740785349.2394764,23.706953125,46.02832014776019,1000.9063114098532,174843,1,1,1
1740785350.251407,23.7071484375,46.022237314769555,1000.8980246167059,174116,1,1,1
1740785351.264094,23.7065625,46.00995615413674,1000.9004999691857,175209,1,1,1
1740785352.2771168,23.7055859375,45.99152447797756,1000.9023296486016,175026,1,1,1
1740785353.2902267,23.7044140625,45.9791759129552,1000.9003926473935,175209,1,1,1
1740785354.303258,23.7040234375,45.97302518681226,1000.8928593132578,174661,1,1,1
1740785355.316249,23.705,45.973141238714206,1000.9013611478672,175026,1,1,1
1740785356.3291926,23.7044140625,45.9791759129552,1000.9003926473935,175209,0,1,1
1740785357.3424304,23.7028515625,45.97288592608187,1000.9012538085884,174843,0,1,1
1740785358.3559487,23.7020703125,45.966689025877805,1000.8965186481093,174479,0,1,1
1740785359.368578,23.7024609375,45.98504828460273,1000.9006081400589,173755,0,1,1
1740785360.3814194,23.7020703125,46.009421982157775,1000.8999624716454,175026,0,1,1
1740785361.3936322,23.701875,46.00939875785381,1000.8996396374822,174479,0,1,1
1740785362.4047654,23.7008984375,46.003177296152025,1000.8928597416672,174479,0,1,1
1740785363.415013,23.7020703125,46.01552755337406,1000.8930748250187,173216,0,1,1
